,input_id,mistake,correction
1515,40027784,yunger,younger
1516,40027784,"of saying""ohh damn i figuerd it","of saying""oh damn, I figured it"
1517,40027784,im,I'm
1518,40027784,seiz,see
1519,40027784,timme,time
1520,40027784,possible,"possible,"
1521,40027784,im,I'm
1522,40027784,fromm,from
1523,40027784,i,I
1524,40027784,wwant,want
1525,40027784,i,I
1526,40027784,i,I
1527,40027784,im,I'm
1528,40027784,i,I
1529,40027784,succed,succeed
1530,40027784,hardwaorking,hard-working
1531,40027784,chances i wi encounter,chances I Wi encounter
1532,40027784,i,I
1533,40027784,wahtever,whatever
1534,40027784,surevey,survey
1535,40027784,i,I
1536,40027784,this fightinhg spirit ? if you,this fighting spirit? If you
1537,40027784,me,"me,"
1538,40027784,challenge me i will,"challenge me, I will"
1539,40027784,tha,than
1540,39828731,"historiens , mostly","Historians, mostly"
1541,39828731,the medecine wansnt aible to,the medication wasn't able to
1542,39828731,poeple,people
1543,39828731,deseases,diseases
1544,39828731,expirience,experience
1545,39828731,conditions ( no X,conditions (no X
1546,39828731,exercicing,exercising
1547,39929922,and dog,and a dog
1548,39916446,"and Levi, Please, add","and Levi,Please, add"
1549,39801765,million are spend on,million spent on
1550,39746041,"accounting services. These suppliers,","accounting services.These suppliers,"
1551,40056584,i,I
1552,40056584,looking into Apache JMeter,looking into?Apache JMeter
1553,39732138,desappeared,disappeared
1554,39913189,yourself rockhard,yourself rock hard
1555,40053703,Abrentius,apprentice
1556,40053703,"""Democrates","""Democrats"
1557,40020795,great,greater
1558,39765570,has light,has a light
1559,39765570,enlogated,elongated
1560,39765570,hided,hidden
1561,39765570,"heavy-looking gloves. Still grining, he","heavy-looking gloves.Still grinning, he"
1562,39765570,immediatly.,immediately.
1563,39765570,So [i]he's[/i] the,So [I] he's [/I] the
1564,39879654,give,giving
1565,39879654,at,in
1566,39693538,to,for
1567,39693538,It,It's
1568,39693538,important try,important to try
1569,39818295,and afternoon,and an afternoon
1570,39662679,role,Role
1571,39662679,the,The
1572,39973818,into,in
1573,39834101,outlines,outline
1574,39820471,unfortunatley,Unfortunately
1575,39707886,as way,as a way
1576,39730196,i,I
1577,39730196,but i belive that,but I believe that
1578,39730196,i,I
1579,39946868,Marc connecting,Marc is connecting
1580,39946868,"Thank you,Will310.633.3329","Thank you, Will310.633.3329"
1581,40026742,safe,"safe,"
1582,40026742,peril,perils
1583,40079617,in tool.,in the tool.
1584,39943858,our dog.p?,our dog. p?
1585,39697017,maks,makes
1586,39798439,Yes,"Yes,"
1587,39879134,pre-columbian,pre-Columbian
1588,40068319,month ago. I guess,month ago.I guess
1589,40068319,new favorite. 2002 by,new favorite.2002 by
1590,40068319,Anne marie. I found,Anne Marie.I found
1591,40068319,song cute. It talks,song cute.It talks
1592,40068319,about childhood. The first,about childhood.The first
1593,40068319,are children. Up to,are children.Up to
1594,40068319,are adults. The song,are adults.The song
1595,40068319,song was just,song has been just
1596,40068319,just chill. The tone,just chilling.The tone
1597,40068319,tone was just,tone has been just
1598,40068319,just lively. It just,just lovely.It just
1599,40068319,mood sometimes. There’s a,mood sometimes.There’s a
1600,40068319,each other. There’s a,each other.There’s a
1601,39699634,day,day?
1602,39959260,at,on
1603,40049568,his line. Aarti didn’t,his line.Aarti didn’t
1604,40049568,the saddle. She looked,the saddle.She looked
1605,40049568,his eyes. Aarti decided,his eyes.Aarti decided
1606,39677260,"Dear Leyre, Thank you","Dear Leyre,Thank you"
1607,39677260,both e-mails. We had,both e-mails.We had
1608,39677260,to Poland. This season’s,to Poland.This season’s
1609,39677260,"and summer… Also, if","and summer…Also, if"
1610,39677260,vineayards,vineyards
1611,39677260,it over. Kindest Regards,it over.Kindest Regards
1612,39891159,to,suppress
1613,39891159,both suppress her,both her
1614,39915063,covid patients ... I,covid patients... I
1615,39915063,very much. Rania قام,very much.Rania قام
1616,39915063,10:54 م I would,10:54 مI would
1617,39797519,weekends,"weekends,"
1618,39797519,of Colombia. The places,of Colombia.The places
1619,39797519,I recomeend visit the,I recommend visiting the
1620,39729665,with excitement. As Parvin,with excitement.As Parvin
1621,39729665,them all. It was,them all.It was
1622,39729665,"birthday party! Finally, when","birthday party!Finally, when"
1623,39729665,"well-spent afternoon. “Mom, you","well-spent afternoon.“Mom, you"
1624,39729665,"replied Aarti. “But mom,","replied Aarti.“But mom,"
1625,39729665,"said Jaishree. “Princess ji,","said Jaishree.“Princess ji,"
1626,40000819,it was frequently,it has been frequently
1627,39672339,Also,"Also,"
1628,39672339,biotechenology,biotechnology
1629,39672339,endeavors to attain,endeavors attain
1630,39672339,more soon.As well,more soon. As well
1631,39884520,"from P1,Q1 to","from P1, Q1 to"
1632,39884520,"to P2,Q2 because","to P2, Q2 because"
1633,39884520,"the supply+Tax(P2,Q2) would","the supply+Tax (P2, Q2) would"
1634,39884520,"Supply+Tax Benefit(P3,Q3), the","Supply+Tax Benefit (P3, Q3), the"
1635,39884520,to,in
1636,40034236,phantasy,fantasy
1637,40069224,of fullness. Let's try,of fullness.Let's try
1638,39747443,However,"However,"
1639,39747443,its,it's
1640,39747443,with some thing to,with something to
1641,40079894,in taxi,in a taxi
1642,39779759,midline,Medellin
1643,39834604,Today,"Today,"
1644,39994383,father.,further.
1645,40037734,for advertising .,for advertising.
1646,39953826,resources,"resources,"
1647,39953826,view,"view,"
1648,39953826,little,fewer
1649,39953826,agaist,against
1650,40069368,o,to
1651,39833879,and expository. In expository,and expository.In expository
1652,39833879,verificaty,verification
1653,39883808,are well. I need,are well.I need
1654,39883808,on SIMS. Standard names,on SIMS.Standard names
1655,40009923,she,She
1656,40009923,from,of
1657,39775368,being,be
1658,39775368,zone,"zone,"
1659,39775368,mehndi.,Mehndi.
1660,39775368,hit,hitting
1661,39983893,live,living
1662,39983893,walked,walking
1663,39983893,and cried. Now Silvio,"and cried.Now, Silvio"
1664,39983893,like find,like to find
1665,39983893,of,in
1666,39987833,coresponding,corresponding
1667,39850154,lovley,lovely
1668,39850154,has disappeared. I think,has disappeared.I think
1669,39850154,took him! I sincerely,took him!I sincerely
1670,39850154,"a solution. Greetings, Martin","a solution.Greetings, Martin"
1671,39668765,"Hi Lori, I'd love","Hi Lori,I'd love"
1672,39668765,this opportunity. Taking into,this opportunity.Taking into
1673,39668765,it works tomorrow Thursday,"it will work tomorrow, Thursday"
1674,39668765,"Daylight Time. Kind regards, Olek","Daylight Time.Kind regards,Olek"
1675,39797939,made derived from,made to derive from
1676,39842590,dont,don't
1677,39842590,"play baseball , so","play baseball, so"
1678,39842590,so i dont want,so I don't want
1679,39842590,foodball,football
1680,40028334,removed stock,removed the stock
1681,39931425,on cost,on the cost
1682,39779071,"Gelo, thankyou for","Gelo, thank you for"
1683,39779071,inspring,inspiring
1684,39993645,"or madam, I am","or madam,I am"
1685,39993645,jobs web. At the,jobs web.At the
1686,39993645,my strengths. The previous,my strengths.The previous
1687,39993645,"from you. Yours faithfully, Claudia Rodríguez.","from you.Yours faithfully,Claudia Rodríguez."
1688,39705656,years,year
1689,39840945,i was go to,I went to
1690,39772737,inside,in
1691,39772737,"pointed out. ""We could","pointed out.""We could"
1692,39990064,"the sea , but","the sea, but"
1693,39818504,Play-Doh,Play-DOH
1694,39818504,Play-Doh,Play-DOH
1695,39818504,smooth way. Leijla is,smooth way.Leijla is
1696,39709709,requests,request
1697,39709709,da,DA
1698,39709709,Mohamed Chouk...These are,Mohamed Chouk... These are
1699,39808394,"a call. Best Regards,","a call.Best Regards,"
1700,39707680,systomp,system
1701,39880262,give,gave
1702,39713923,painful,"painful,"
1703,39675093,"the partition , but","the partition, but"
1704,39675093,pilar.,pillar.
1705,39675093,adapted height. However the,adapted height.However the
1706,39675093,screwed,screw
1707,39675093,on it. Do you,on it.Do you
1708,39675093,H pillar ?,H pillar?
1709,39769755,you're done reading,you're reading
1710,39691081,the fire This outstanding,the fireThis outstanding
1711,39691081,high society.This may,high society. This may
1712,40013836,Nusa Tenggara. Conducted in,Nusa Tenggara.Conducted in
1713,40007087,make diy pot,make a dye pot
1714,40007087,on,own
1715,40007087,hanging,hang
1716,40007087,suitable,suitability
1717,40007087,its,it's
1718,40007087,price,pricey
1719,39790179,in 1970s,in the 1970s
1720,39790179,to pharmaceutical,to the pharmaceutical
1721,39790179,hurt industry's,hurt the industry's
1722,39790179,into,in
1723,39804452,days.,day.
1724,39786952,conducting,conducts
1725,39775094,have,has
1726,39925723,matter,"matter,"
1727,40005220,"Dear Emma, Thanks for","Dear Emma,Thanks for"
1728,39822035,more context. I have,more context.I have
1729,39822035,record purposes. Angela,record purposes.Angela
1730,39861291,book,"book,"
1731,39817191,wented,went
1732,39768852,we,We
1733,40028007,Windscrren,Windscreen
1734,39699779,game.,gamer.
1735,39699779,circus.,circuses.
1736,39699779,money,"money,"
1737,40007091,before entring to the,before entering into the
1738,39967963,take,takes
1739,39946430,"fille,","file,"
1740,39741553,Kind,Kindly
1741,39986811,passaports,passports
1742,39686928,make,makes
1743,39686928,"live,","leave,"
1744,39686928,have place,have a place
1745,39686928,jobs,"jobs,"
1746,39686928,change,changing
1747,39930702,therefore,"therefore,"
1748,39848011,"(Asadi, et .al, 2012:","(Asadi, et. al, 2012:"
1749,39769785,of men. Is it,of men.Is it
1750,39769785,their fathers? Researchers have,their fathers?Researchers have
1751,39769785,partner.,partner.The
1752,39769785,romantic relationship. A girl,romantic relationship.A girl
1753,39769785,eventually marry. A healthy,eventually marry.A healthy
1754,39769785,every man. On the,every man.On the
1755,39769785,results,result
1756,39769785,and affirmation. These type of,and affirmation.These types of
1757,39769785,in relationships. Other girls,in relationships.Other girls
1758,39958515,representation,"representation,"
1759,39958515,enterprises,enterprise's
1760,39779255,are,is
1761,39912702,much longer ? Resources,much longer? Resources
1762,39912702,exploited ( in other country,exploited (in another country
1763,39912702,for,in
1764,39872018,provide cooperative,provide a cooperative
1765,39872018,their co worker’ s,their coworker’ s
1766,40068475,KMBR (Meysam was,KMBR (the museum was
1767,40068475,colleage/friend,colleague/friend
1768,40068475,is adorable. Hopefully end,"is adorable.Hopefully, end"
1769,39795998,here's,Here's
1770,39795998,"Sauce. well, strating from","Sauce. Well, starting from"
1771,39795998,21nd,21st
1772,39795998,Czennies,scenes
1773,39795998,"days,","day,"
1774,39927795,prefer leave,prefer to leave
1775,39872442,you Paypal request,you a PayPal request
1776,39872442,Paypal.,PayPal.
1777,39671591,summary,"summary,"
1778,39671591,(lagely,(largely
1779,39671591,for maximum,for a maximum
1780,39671591,with exception,with the exception
1781,39671591,of 18months. Failure,of 18 months. Failure
1782,39671591,exisitng,existing
1783,39671591,existign,existing
1784,39879779,Also,"Also,"
1785,39879779,try,trying
1786,39879779,avoid to schedule the,avoid scheduling the
1787,39879779,instruments,instrument
1788,40008319,"be moving, offers poisoned","be moved, offer poisoned"
1789,40008319,as,at
1790,39849749,right,rights
1791,39665677,understand,"understand,"
1792,39912403,the golive? It is,the Golive?It is
1793,39665928,and serve. 6. Place,and serve.6. Place
1794,39665928,of fruit. 7. Refrigerate,of fruit.7. Refrigerate
1795,39665928,8 hours. If you,8 hours.If you
1796,39944826,go,goes
1797,39951437,my,My
1798,39766800,makes,make
1799,39766800,reason,reasons
1800,39823794,need,needs
1801,39823794,its,it's
1802,39823794,when fitted(10mm glass),when fitted (10mm glass)
1803,39798874,i,I
1804,39686690,in French. In English;,in French.In English;
1805,39756113,the goods I am,the goodsI am
1806,39756113,this relationship. Please feel,this relationship.Please feel
1807,39745583,much more higher,much higher
1808,39745583,intel,Intel
1809,39745583,for,of
1810,39893066,traditions.,tradition.
1811,39893066,you,your
1812,39997897,ordre,order
1813,39997897,ingraving,engraved
1814,40053747,32Gb.,32GB.
1815,39786554,to Northridge,to the Northridge
1816,39786554,to,for
1817,39786554,medical conditions. According to,medical conditions.According to
1818,39786554,monitor,monitored
1819,39786554,hopital,hospital
1820,39797174,Macatus.,markets.
1821,39797174,naval blockade. Calpurnius peered,naval blockade.Calpurnius peered
1822,39993092,you done reading,you reading
1823,39993092,we,our
1824,39993092,Also,"Also,"
1825,39993092,your quer(ies)y answered.,your car (IEs) y answered.
1826,39807353,direection.,direction.
1827,39869299,telled,told
1828,39869299,lost luggages at,lost pieces of luggage at
1829,39869299,am notthe responsible,am not the responsible
1830,39869299,why hebooked such,why he booked such
1831,39869299,expensive roomin a,expensive room in a
1832,39869299,four-stars,four-star
1833,39869299,efficient salariesis not,efficient salaries is not
1834,39869299,(also) to give,(also) give
1835,40053402,morning,"morning,"
1836,39882435,po,PO
1837,39882435,amolto,"emotion,"
1838,40028408,question 13 : When designing,question 13:When designing
1839,39972324,talking about. Could you,talking about.Could you
1840,39972324,Maintenance WO ? Thank you,Maintenance WO?Thank you
1841,40031743,from ( name your,from (name your
1842,40031743,Putra-Help School. There are,Putra-Help School.There are
1843,40031743,new airport. However some,"new airport.However, some"
1844,40064380,Write,Writing
1845,40019182,showed,shown
1846,39918083,colleagues,"colleagues,"
1847,39918083,jobbie,goodbye
1848,39918083,i,I
1849,39918083,write correct The things,write correctThe things
1850,39918083,cajon,Cajon
1851,39918083,a day. My hobbies,a day.My hobbies
1852,39918083,room,"room,"
1853,39918083,in class. What I,in class.What I
1854,39878770,indo,Indo
1855,39878770,i'm,I'm
1856,39878770,"no ma, i wanna","no man, I wanna"
1857,39878770,in new york city,in New York city
1858,40004822,monday.,Monday.
1859,40004822,personal taskin our,personal task in our
1860,40004822,we,our
1861,40004822,an effecient moderators. But,an efficient moderator. But
1862,40004822,cant,can't
1863,40004822,are,"are,"
1864,39933194,in tourism,in the tourism
1865,40010345,i,I
1866,40010345,"years old , i still","years old, I still"
1867,40010345,dont,don't
1868,40010345,"a bicicle , because","a bicycle, because"
1869,40010345,enought,enough
1870,40010345,not leat her do,not leather do
1871,40010345,"do it , so","do it, so"
1872,40010345,i,I
1873,40010345,learnd,learned
1874,40010345,"if i wanted , i just","if I wanted, I just"
1875,40010345,i,I
1876,40010345,"do it , otherwise","do it, otherwise"
1877,40010345,i,I
1878,40010345,i,I
1879,40010345,"grown more , and","grown more, and"
1880,40010345,for me . So i took,for me.So I took
1881,40010345,"so serius , and","so serious, and"
1882,40010345,i,I
1883,40010345,"her bike , and","her bike, and"
1884,40010345,"was yes , at","was yes, at"
1885,40010345,at thhe begining of,at the beginning of
1886,40010345,i,I
1887,40010345,"hundred times , but","hundred times, but"
1888,40010345,i,I
1889,40010345,"time i fell , and","time I fell, and"
1890,40010345,rigth,right
1891,40010345,i,I
1892,40010345,"in myself , so","in myself, so"
1893,40010345,i,I
1894,40010345,i,I
1895,40010345,up i remenber What,up I remember What
1896,40010345,"told me , and","told me, and"
1897,40010345,i,I
1898,40010345,"do it , and","do it, and"
1899,40010345,and i remmerber that,and I remember that
1900,40010345,yestarday,yesterday
1901,40010345,i,I
1902,40010345,i,I
1903,40010345,i,I
1904,40010345,and practice . I had,and practice.I had
1905,40010345,importan,important
1906,40010345,"my mom , she","my mom, she"
1907,40000595,fullfill,fulfill
1908,40000595,carrer.,career.
1909,39796543,bless,blessed
